"artist","id","speechiness","liveness","energy","danceability","instrumentalness","loudness","tempo","song_title"
"Mr Little Jeans",750,"0.0428","0.093","0.64","0.677","0.477","-6.408","110.639","Good Mistake"
"Mr Little Jeans",751,"0.0475","0.166","0.722","0.556","0.0163","-9.541","130.028","Runaway"
"Phantogram",752,"0.0979","0.203","0.856","0.348",0,"-3.216","188.046","Fall In Love"
"Sky Ferreira",753,"0.0609","0.146","0.971","0.468","0.00329","-3.382","92.003","You’re Not The One"
"Yeah Yeah Yeahs",754,"0.056","0.616","0.95","0.529","0.00199","-3.446","119.964","Sacrilege"
"ScHoolboy Q",755,"0.0652","0.208","0.572","0.824","8.19E-06","-4.868","153.977","Collard Greens"
"ScHoolboy Q",756,"0.159","0.125","0.836","0.645",0,"-7.23","123.966","Hell Of A Night"
"Ana Tijoux",757,"0.0396","0.105","0.692","0.683","0.000441","-7.189","103.848",1977
"DJ Raff",758,"0.322","0.313","0.534","0.85","0.000893","-5.278","98.004","Latino & Proud"
"Future",759,"0.116","0.0983","0.627","0.868",0,"-4.843","131.097","Move That Dope"
"Rustie",760,"0.173","0.0481","0.74","0.702","0.896","-5.949","145.05","Slasherr"
"AlunaGeorge",761,"0.0583","0.133","0.449","0.741","0.000522","-6.621","95.108","Outlines"
"Jungle",762,"0.0413","0.134","0.704","0.655","0.877","-10.341","99.96","Platoon"
"ScHoolboy Q",763,"0.0435","0.192","0.857","0.749",0,"-5.24","111.906","Man Of The Year"
"Charlie",764,"0.0538","0.0703","0.965","0.742","0.607","-8.291","123.04","Spacer Woman - Vocal"
"Dusky",765,"0.0577","0.0296","0.79","0.805","0.889","-7.93","122.994","Nobody Else - Original Mix"
"Young Thug",766,"0.146","0.0667","0.675","0.876","1.16E-06","-3.28","135.959","Stoner"
"St. Lucia",767,"0.107","0.291","0.982","0.541","0.000765","-4.908","104.03","Elevate"
"Hoodfellas",768,"0.12","0.0875","0.981","0.857","0.000157","-4.223","148.009","Independent - House Remix"
"Julio Bashmore",769,"0.0363","0.147","0.963","0.771","0.901","-7.294",124,"Au Seve"
"Discodeine",770,"0.0545","0.0458","0.478","0.761","0.00972","-7.437","118.925","Synchronize"
"The Alexanders",771,"0.0521","0.0578","0.879","0.805","0.595","-5.747","123.013","Don't Miss"
"Dim Sum",772,"0.0474","0.256","0.953","0.682","0.622","-3.873","124.996","Coucou disco"
"Them Jeans",773,"0.0746","0.0747","0.718","0.801","0.91","-6.246","123.999","Vowel Play - Original"
"Rick Ross",774,"0.114","0.362","0.837","0.661",0,"-3.78","102.831","The Devil Is A Lie"
"Project Pat",775,"0.102","0.137","0.783","0.895",0,"-4.983","147.65","North North"
"SBTRKT",776,"0.0351","0.1","0.707","0.706","0.000313","-5.212","144.877","Temporary View"
"Childish Gambino",777,"0.257","0.167","0.718","0.516","0.0163","-8.571","129.857","III. Telegraph Ave. (""Oakland"" by Lloyd)"
"Jungle",778,"0.0376","0.596","0.781","0.653","0.568","-7.433","101.029","Accelerate"
"Drake",779,"0.34","0.274","0.709","0.707",0,"-3.979","89.094","0 To 100 / The Catch Up"
"Bobby Shmurda",780,"0.42","0.0562","0.51","0.794","1.81E-06","-7.314","167.879","Hot N*gga"
"Gerry & The Pacemakers",781,"0.0322","0.149","0.265","0.484",0,"-11.101","113.564","You'll Never Walk Alone - 2002 Remastered Version"
"Hippie Sabotage",782,"0.0408","0.144","0.68","0.487","0.0339","-8.497","94.46","Your Soul"
"LCD Soundsystem",783,"0.102","0.969","0.811","0.6","0.05","-10.199","100.894","dance yrself clean - live at madison square garden"
"Kate Bush",784,"0.0588","0.0635","0.575","0.628","0.00233","-11.591","108.166","Running Up That Hill (A Deal With God)"
"Jack White",785,"0.0754","0.117","0.635","0.227","0.125","-9.169","170.179","High Ball Stepper"
"Pink Floyd",786,"0.0345","0.0832","0.216","0.275","0.897","-13.818","116.388","The Great Gig In The Sky - 2011 Remastered Version"
"ODESZA",787,"0.0511","0.0629","0.848","0.644","0.0168","-4.952","99.989","All We Need (feat. Shy Girls)"
"Allah-Las",788,"0.0437","0.0452","0.846","0.564","0.00175","-5.897","122.035","Catamaran"
"Perfume Genius",789,"0.0332","0.228","0.29","0.277","0.0459","-8.541","71.302","Fool"
"TR/ST",790,"0.0921","0.262","0.909","0.609","0.0785","-7.302","114.019","Bulbform"
"Mac Demarco",791,"0.0363","0.0766","0.73","0.417","3.31E-06","-6.774","81.179","Passing Out Pieces"
"ILoveMakonnen",792,"0.292","0.115","0.649","0.784","0.000684","-6.905","140.203","Tuesday"
"Ty Segall",793,"0.0519","0.405","0.942","0.289","0.917","-3.207","137.281","Drop Dead Baby"
"Ty Segall",794,"0.0463","0.0877","0.893","0.313",0,"-3.891","127.11","My Sunshine"
"Inner City",795,"0.0561","0.0683","0.769","0.803","0.9","-7.025","122.992","BIG Fun - Full Intention 88 Remix"
"Horace Andy",796,"0.101","0.0511","0.517","0.895","9.72E-06","-9.972","141.536","Natty Dread A Weh She Want"
"TV On The Radio",797,"0.0383","0.107","0.885","0.598","0.00265","-3.992","87.914","DLZ"
"Koopsta Knicca",798,"0.406","0.329","0.855","0.749","0.164","-10.105","128.339","Whatcha Gonna Do"
"Pete Wingfield",799,"0.106","0.109","0.629","0.758","0.000144","-8.283","112.575","18 With A Bullet"
"James Brown",800,"0.0434","0.0576","0.484","0.746","0.00824","-9.614","97.923","The Boss"
"Porcelain Raft",801,"0.191","0.617","0.979","0.191","0.283","-3.402","179.236","Drifting In And Out"
"Snootie Wild",802,"0.0746","0.0935","0.719","0.856","9.03E-06","-6.519","146.032","Made Me"
"TOPS",803,"0.0571","0.0931","0.515","0.583","0.000691","-9.283","115.732","Way to be Loved"
"Epsilons",804,"0.0511","0.0926","0.94","0.22","0.000541","-2.397","83.072","Just Wanna Love You Girl"
"The Strange Boys",805,"0.0328","0.0745","0.91","0.535","9.32E-05","-4.827","111.027","Be Brave"
"Albert King",806,"0.0583","0.141","0.28","0.722","0.0786","-13.483","66.711","Tupelo (Pt. 1) - Single Version"
"Cornershop",807,"0.0961","0.0918","0.894","0.747","0.897","-5.226","90.493","Candyman"
"Pops Staples",808,"0.177","0.107","0.374","0.63","0.00146","-11.305","166.999","Somebody Was Watching"
"Pop Staples",809,"0.0748","0.166","0.247","0.508","0.0352","-15.432","200.749","Tupelo - Part 1"
"Steve Cropper",810,"0.0461","0.334","0.21","0.54","0.0765","-18.687","103.081","Tupelo"
"Trendsetter",811,"0.331","0.122","0.513","0.665","0.303","-7.314","100.344","Damn Son. Where'd You Find This? - Future of TRAP Mix"
"Trendsetter",812,"0.174","0.0569","0.603","0.51","0.286","-6.949","139.876","I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix"
"Markus Maximus",813,"0.331","0.122","0.513","0.665","0.303","-7.314","100.344","Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix"
"ZZT",814,"0.0454","0.401","0.793","0.647","0.833","-7.416","130.007","Work - The Advent & Spiriakos Remix"
"Muddy Waters",815,"0.0803","0.103","0.406","0.649",0,"-10.43","110.091","Mannish Boy"
"Disclosure",816,"0.353","0.357","0.805","0.683","0.000231","-5.24","123.658","Holding On"
"Nikolaus Harnoncourt",817,"0.0365","0.12","0.031","0.148","0.595","-25.756","141.84","Mozart: Requiem in D Minor. K. 626: VIII. Lacrimosa"
"Mykfresh",818,"0.166","0.121","0.504","0.873",0,"-5.39","145.995","My Main"
"Crosby. Stills. Nash & Young",819,"0.0474","0.683","0.801","0.376","0.149","-10.662","152.826","Southern Man - Live"
"Duke Dumont",820,"0.0553","0.113","0.863","0.523","0.204","-4.975","124.046","Won't Look Back"
"Surkin",821,"0.0574","0.17","0.892","0.586","0.00827","-4.937","132.048","Chrome Knight - Feat. Chromeo"
"Pops Staples",822,"0.0352","0.123","0.503","0.827","0.443","-11.007","119.35","Black Boy"
"Leo's Sunshipp",823,"0.0312","0.0721","0.616","0.589","0.204","-9.475","96.616","Give Me The Sunshine"
"Romare",824,"0.0493","0.112","0.495","0.702","0.8","-11.645","78.507","Motherless Child"
"Ghost Culture",825,"0.0513","0.143","0.875","0.582","0.912","-6.912","113.036","Giudecca"
"Antwon",826,"0.295","0.322","0.853","0.374","2.72E-05","-3.571","200.035","Living Every Dream"
"Action Bronson",827,"0.0398","0.152","0.851","0.422",0,"-4.031","93.649","Easy Rider"
"The Gaslamp Killer",828,"0.0514","0.169","0.837","0.474","0.0197","-6.503","165.844","Nissim"
"Orlando Julius",829,"0.305","0.109","0.672","0.61","0.00283","-7.436","129.986","Topless"
"The Funkees",830,"0.215","0.106","0.836","0.571","0.0108","-6.906","93.641","Breakthrough"
"Pitchben",831,"0.0557","0.0941","0.872","0.802","0.0197","-6.346","117.005","Stand Up - Tiger & Woods Remix"
"Future",832,"0.0821","0.348","0.607","0.793","4.95E-06","-6.488","140.992","Blow a Bag"
"Sísý Ey",833,"0.0662","0.1","0.472","0.846","0.0398","-9.13","124.984","Ain't got nobody"
"Leon Haywood",834,"0.0325","0.211","0.641","0.575","0.0121","-8.105","91.714","I Want'a Do Something Freaky To You"
"Shit Robot",835,"0.047","0.0588","0.916","0.787","0.811","-8.542","116.007","I Got a Feeling"
"Empress Of",836,"0.0285","0.108","0.575","0.614","0.0116","-5.819","150.009","Standard"
"Ben Pearce",837,"0.136","0.113","0.481","0.835","0.81","-9.606","121.993","What I Might Do - Club Mix"
"Gary's Gang",838,"0.0373","0.0736","0.852","0.696","0.00125","-4.281","128.28","Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version"
"The Contours",839,"0.0378","0.104","0.71","0.597",0,"-9.798","150.13","Do You Love Me"
"Kid Cudi",840,"0.0472","0.105","0.664","0.609","0.0195","-9.116","105.976","Too Bad I Have To Destroy You Now"
"The Sonics",841,"0.0517","0.195","0.839","0.571","0.0281","-5.799","127.356","Louie Louie"
"The Yardbirds",842,"0.0351","0.0469","0.666","0.494","5.69E-05","-9.743","140.832","Heart Full of Soul"
"The Yardbirds",843,"0.0409","0.0894","0.638","0.347",0,"-10.258","94.506","For Your Love"
"Cream",844,"0.0385","0.12","0.486","0.684","9.77E-05","-12.521","115.076","Sunshine Of Your Love"
"Partial Arts",845,"0.0534","0.0618","0.679","0.787","0.912","-12.377","117.501","Taifa - The Emperor Machine Mix"
"Partial Arts",846,"0.0407","0.276","0.643","0.696","0.834","-10.124","117.514","Taifa"
"Patrick Di Stefano",847,"0.0979","0.425","0.676","0.894","0.348","-9.707",121,"Make It"
"Master C & J",848,"0.0558","0.101","0.547","0.81","0.854","-12.295","120.752","Face It"
"Grand High Priest",849,"0.0788","0.0477","0.878","0.739","0.407","-5.464","126.705","Mary-Mary (M&M Unreleased Mix) [feat. Dajae]"
"Cerrone",850,"0.0589","0.0535","0.954","0.641","0.425","-6.765","122.79","Supernature - Edit"
"Rene & Angela",851,"0.06","0.15","0.65","0.829","2.15E-05","-9.691","108.398","I'll Be Good"
"Simon Dunmore",852,"0.0386","0.286","0.671","0.777","0.0244","-7.803","123.974","Defected In The House Ibiza 2013 Mixtape"
"Handsome Boy Modeling School",853,"0.484","0.569","0.851","0.567",0,"-5.897","80.935","A Day In The Life - feat. RZA. The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version"
"John Williams",854,"0.0412","0.273","0.433","0.44","0.811","-17.453","79.952","Episode I - Duel of The Fates"
"The Coasters",855,"0.0654","0.0975","0.544","0.745",0,"-9.137","125.345","Three Cool Cats"
"The Third Degree",856,"0.0444","0.346","0.943","0.616","1.67E-06","-5.305","129.963","Mercy"
"The Ronettes",857,"0.0386","0.0368","0.714","0.462","0.000881","-8.772","144.952","Do I Love You?"
"Modest Mussorgsky",858,"0.0477","0.168","0.265","0.334","0.837","-17.219","113.12","Night on Bald Mountain"
"T. P. Orchestre Poly-Rythmo",859,"0.0297","0.0984","0.61","0.686","0.000123","-7.952","143.598","Akue We Non Houme - Jerk Fon"
"T. P. Orchestre Poly-Rythmo",860,"0.046","0.178","0.714","0.691","0.0164","-9.694","91.045","Ecoute ma mélodie - Bossa Afro"
"The Funkees",861,"0.115","0.0508","0.688","0.592","0.268","-14.107","102.099","Ole"
"Joni Haastrup",862,"0.125","0.377","0.875","0.653","0.0311","-5.232","116.956","Greetings"
"Todd Osborn",863,"0.0933","0.0694","0.857","0.86","0.38","-4.23","121.999","5thep"
"Liquid Liquid",864,"0.0538","0.0862","0.78","0.682","0.735","-9.948","115.564","Cavern"
"Mick Jenkins",865,"0.118","0.146","0.464","0.703",0,"-5.977","95.012","Your Love"
"Santo & Johnny",866,"0.0465","0.145","0.412","0.444","0.64","-11.569","184.012","Sleepwalk"
"Ben Pearce",867,"0.055","0.349","0.571","0.476","0.353","-7.223","141.221","What I Might Do - Kilter Remix"
"Pond",868,"0.0733","0.15","0.872","0.313","2.26E-05","-5.058","122.362","Waiting Around For Grace"
"Real Connoisseur",869,"0.044","0.104","0.864","0.636","0.887","-9.618","123.972","Nobodys Fool - Ben Pearce Remix"
"Deep Purple",870,"0.0284","0.0535","0.586","0.632","0.581","-11.333","114.243","Smoke On The Water"
"Hippie Sabotage",871,"0.102","0.0808","0.734","0.43","0.000286","-10.043","133.992","Able to See Me"
"Brenton Wood",872,"0.043","0.0952","0.684","0.833",0,"-6.325","112.7","Oogum Boogum Song"
"Gayngs",873,"0.0445","0.0734","0.421","0.688","0.625","-9.015",138,"The Gaudy Side of Town"
"Gayngs",874,"0.0389","0.0767","0.404","0.438","0.759","-11.815","137.895","The Walker"
"Ultimate Painting",875,"0.0304","0.11","0.698","0.789","0.802","-7.842","120.961","Ultimate Painting"
"Sango",876,"0.393","0.2","0.671","0.819","0.000136","-6.947","129.921","Agorinha"
"Captain Beefheart & His Magic Band",877,"0.0265","0.114","0.407","0.366","0.263","-10.047","148.436","I'm Glad"
"The Go! Team",878,"0.209","0.336","0.959","0.71","2.10E-05","-6.697","108.006","Apollo Throwdown (Star Slinger Remix)"
"Small Black",879,"0.0675","0.76","0.734","0.582","0.202","-6.987","127.071","Boys Life"
"Fathers Children",880,"0.0392","0.157","0.507","0.545","2.92E-06","-7.534","124.311","Dirt And Grime"
"Courtney Barnett",881,"0.0405","0.372","0.854","0.479","5.72E-05","-6.101","136.067","Pedestrian at Best"
"DJ Snake",882,"0.0414","0.054","0.737","0.564",0,"-4.079","104.764","Middle"
"Hayden James",883,"0.187","0.0638","0.52","0.89","0.273","-6.927","114.959","Something About You - Extended Mix"
"Mac Demarco",884,"0.12","0.084","0.755","0.363","0.00105","-6.654","114.407","Only You"
"ZHU",885,"0.0573","0.0583","0.669","0.867","0.683","-7.897","121.99","The One"
"Kaleo",886,"0.0528","0.0837","0.578","0.59","0.000162","-5.798","81.663","Way Down We Go"
"Colleen Green",887,"0.0597","0.114","0.496","0.832","0.825","-10.601","117.741","Deeper Than Love"
"Vulfpeck",888,"0.153","0.0435","0.585","0.839","0.00281","-7.738","89.821","Back Pocket"
"The Beach Boys",889,"0.0258","0.125","0.416","0.447","0.00426","-12.181","103.068","All I Wanna Do"
"Jamaican Queens",890,"0.0386","0.172","0.657","0.598","2.72E-05","-7.466","114.969","Water"
"Ejeca",891,"0.0499","0.0904","0.889","0.643","0.884","-7.043","131.999","You"
"A Guy Called Gerald",892,"0.0475","0.167","0.613","0.746","0.672","-10.104","125.317","Voodoo Ray - Danny Tenaglia Remix"
"Breach",893,"0.0734","0.272","0.648","0.906","0.0857","-8.742","123.98","Jack"
"Breach",894,"0.0577","0.11","0.616","0.907","0.425","-7.073","124.036","Jack"
"Jamie xx",895,"0.279","0.635","0.633","0.578",0,"-10.117","101.534","Mary Jane (Jamie Xx - Girl Remix)"
"Format:B",896,"0.0635","0.0445","0.916","0.808","0.598","-4.54","121.99","Chunky - Club Mix"
"DJ Dodger Stadium",897,"0.0448","0.137","0.894","0.745","0.878","-4.721","127.99","One Who Lost"
"Todd Terje",898,"0.0417","0.0984","0.858","0.634","0.84","-11.661","123.991","Delorean Dynamite"
"William Onyeabor",899,"0.0931","0.133","0.921","0.603","0.00035","-3.555","122.978","Do You Want a Man - Heaven & Hell Remix"
"CLUBZ",900,"0.0476","0.117","0.841","0.587","0.53","-5.079","142.95","Celebrando"
"Claptone",901,"0.0411","0.103","0.483","0.93","0.00244","-9.925","120.022","No Eyes (Radio Edit)"
"Magic City Hippies",902,"0.0538","0.135","0.62","0.585","0.0164","-9.075","80.021","Fanfare"
"Polo & Pan",903,"0.0509","0.0953","0.427","0.803","0.405","-10.819","118.008","Dorothy"
"The Hollies",904,"0.062","0.355","0.868","0.757","0.00221","-9.326","138.923","Long Cool Woman (In A Black Dress) - 1999 Remastered Version"
"T. Rex",905,"0.0732","0.195","0.818","0.729","0.285","-9.992","125.811","Bang A Gong [Get It On] (Remastered Single/LP Version)"
"Boston Bun",906,"0.0521","0.0666","0.669","0.76","0.076","-8.583","122.007","Paris Groove (Original Mix)"
"HNNY",907,"0.0541","0.0514","0.427","0.79","0.446","-11.361","116.986","Nothing"
"Worlds Famous Supreme Team",908,"0.127","0.169","0.963","0.786","0.0012","-2.84","94.63","Hey DJ"
"Archie Bell & The Drells",909,"0.196","0.0899","0.441","0.708","0.000147","-12.931","125.191","Tighten Up - Pt. 1"
"Ebo Taylor",910,"0.0525","0.0947","0.666","0.729","0.135","-10.721","109.554","Ohye Atar Gyan"
"Ebo Taylor",911,"0.0902","0.0622","0.636","0.76","0.534","-11.605","99.223","Heaven"
"Fats Domino",912,"0.0918","0.137","0.76","0.661","0.334","-9.509","111.165","I'm Walkin' - 2002 Digital Remaster"
"New Order",913,"0.0647","0.267","0.895","0.704","0.28","-7.81","118.662","Bizarre Love Triangle - Shep Pettibone 12"" Remix"
"New Order",914,"0.0417","0.326","0.913","0.606","0.905","-7.865","146.15","Dreams Never End - 2015 Remastered Version"
"New Order",915,"0.0404","0.136","0.915","0.587","0.579","-8.307","128.004","Plastic - Extended Mix"
"Sports",916,"0.026","0.632","0.591","0.66","0.848","-8.497","100.034","You Are the Right One"
"Kaleidoscope",917,"0.0503","0.337","0.454","0.34","0.0188","-12.279","100.089","Let Me Try"
"Lord Echo",918,"0.0576","0.469","0.755","0.723","0.00147","-9.381","97.195","Thinking of You"
"Jerry Townes",919,"0.0334","0.0842","0.512","0.285",0,"-8.103","94.922","Just Say The Word"
"Vis à Vis",920,"0.0501","0.0618","0.862","0.63","0.0527","-6.12","103.118","Obi Agye Me Dofo"
"Rose Royce",921,"0.0559","0.136","0.0962","0.418","6.61E-05","-15.078","184.721","I'm Going Down"
"French Kicks",922,"0.0298","0.876","0.571","0.529","6.34E-06","-6.264","102.428","Said So What"
"Night Moves",923,"0.0353","0.0964","0.727","0.465","0.802","-5.181","118.149","Carl Sagan"
"X-Press 2",924,"0.0499","0.127","0.911","0.69","0.907","-9.075","124.019","Muzik Xpress"
"Minor Victories",925,"0.112","0.397","0.962","0.449","0.897","-4.293","154.979","A Hundred Ropes"
"Whitney",926,"0.028","0.157","0.401","0.582","0.538","-8.731","112.357","No Woman"
"John Williams",927,"0.0412","0.273","0.433","0.44","0.811","-17.453","79.952","Episode I - Duel of The Fates"
"The The",928,"0.0598","0.116","0.904","0.669","0.406","-5.487","107.83","Giant"
"Magic City Hippies",929,"0.124","0.0443","0.752","0.622","0.0124","-6.964","126.047","Hush"
"DILLY DALLY",930,"0.0374","0.192","0.704","0.286","0.034","-5.12","145.843","Desire"
"Angel Olsen",931,"0.0461","0.107","0.63","0.373",0,"-5.131","115.942","Shut Up Kiss Me"
"21 Savage",932,"0.384","0.173","0.444","0.906","6.44E-05","-8.692","140.063","No Heart"
"Ezale",933,"0.054","0.128","0.682","0.789","1.39E-06","-6.841","109.988","We Want Some Pussy"
"Ezale",934,"0.196","0.0913","0.863","0.822","0.000632","-8.035","100.959","We Out Here"
"Kid Cudi",935,"0.0525","0.115","0.853","0.756","0.000562","-5.92","100.004","By Design"
"Chris Bear",936,"0.142","0.248","0.759","0.555","0.459","-6.214","192.272","Aloha"
"Migos",937,"0.27","0.116","0.661","0.897",0,"-6.2","127.081","Bad and Boujee (feat. Lil Uzi Vert)"
"DeVotchKa",938,"0.0428","0.169","0.499","0.654","0.907","-9.084","103.966","The Winner Is - from Little Miss Sunshine"
"The Blaze",939,"0.0326","0.0846","0.462","0.679","0.793","-10.128","120.012","Virile"
"Jimmy Edgar",940,"0.0404","0.0812","0.64","0.804","0.935","-8.598","124.007","Let Me Tell U"
"Red Rack'Em",941,"0.0906","0.067","0.459","0.815","0.826","-12.588","124.996","Wonky Bassline Disco Banger"
"Gino Soccio",942,"0.149","0.0784","0.506","0.499","0.941","-16.778","186.328","Remember"
"The Parallax Corporation",943,"0.0672","0.306","0.918","0.84","0.613","-9.251","124.847","Anti Social Tendencies"
"Lifelike",944,"0.0711","0.0811","0.747","0.816","0.756","-8.066","119.98","What Time Is Love (Live at SSL mix)"
"Onra",945,"0.101","0.112","0.757","0.646","0.0243","-6.089","108.438","The Spirit Blossoms All Over the Land"
"Frankie Cosmos",946,"0.0312","0.105","0.568","0.658","0.00356","-7.579","128.638","On the Lips"
